02.07.2015                     Dynamic List Display                            1


	KTOPL	KSTAR	KTEXT	LTEXT
	CACN	91094000	Inv.Ch.-Add.OEM-Pr.	Inventory Change - Additional OEM Produc
	CACN	91095000	Inv.Ch.-Sales Manuf.	Inventory Change - Sales of Company prod
	CACN	91096000	Inv.Ch.-Own Goods CC	Inventory Change - Own Goods Sale with C
	CACN	91099900	Inv.Ch.-Finished G.	Inventory Change - Finished Goods
	CACO	51050300	Wage	Wage
	CACO	51050600	Salary	Salary
	CACO	51051200	Day's wage	Day's wage
	CACO	51051500	Addnl time/Overtime	Additional time/Overtime
	CACO	51051800	Commissions	Commissions
	CACO	51052100	Travel food allow.	Travel food allowance
	CACO	51052400	Sick pay	Sick pay
	CACO	51052700	Travel allowance	Travel allowance
	CACO	51053000	Unemployment assist.	Unemployment assistance
	CACO	51053300	% Unemploy. subsidy	% Unemploy. subsidy
	CACO	51053600	Service premium	Service premium
	CACO	51053900	Vacation bonus	Vacation bonus
	CACO	51054200	Premiums > statutes	Premiums that surpass statutes
	CACO	51054500	Aids	Aids
	CACO	51054800	Rebates	Rebates
	CACO	51055100	Gifts/Payts in Kind	Gifts/Payments in Kind for Employee
	CACO	51055400	Insurance	Insurance
	CACO	51055700	Pension quotas	Pension quotas
	CACO	51055800	Deprec.curr.pen.val.	Depreciation current pension value
	CACO	51055900	Pensions/Retirement	Pensions/Retirement
	CACO	51056000	Severance pay	Severance pay
	CACO	51056100	Deprec.pens.bonds	Depreciation pension bonds
	CACO	51056200	Deprec.pensn titles	Depreciation pension titles
	CACO	51056300	Pers.educ/FurthTrain	Personnel education and further training
	CACO	51056600	Sport/recreat. costs	Sport and recreation costs
	CACO	51056800	Labor risk costs-ARP	Labor risk costs-ARP
	CACO	51056900	EPS-Soc.Insurance	EPS-Social Insurance benefits
	CACO	51057000	Pens./unempl. funds	Unemployment/pension funds
	CACO	51057200	Family allownce fund	Family allowance fund
	CACO	51057500	ICBF contributions	ICBF contributions
	CACO	51057800	SENA	SENA
	CACO	51058100	Union aid	Union aid
	CACO	51058400	Medicl/pharm.expnses	Medical/pharmaceutical expenses
	CACO	51059500	Other costs	Other costs
	CACO	51100500	Board of dir. fees	Board of Directors fees
	CACO	51101000	Govt. tax audit fee	Government tax audit fee
	CACO	51101500	Extern.auditing fees	External audit fee
	CACO	51102000	Valuation/estim.fees	Valuation/estimation fees
	CACO	51102500	Legal consult. fees	Legal consultancy fees
	CACO	51103000	Financ.consult. fees	Financial consultancy fees
	CACO	51103500	Technic.consult.fees	Technical consultancy fees
	CACO	51109500	Other fees	Other fees
	CACO	51150500	Taxes ICA	Taxes (industry and commerce-ICA)
	CACO	51151000	Stamp tax	Stamp tax
	CACO	51151500	Property tax	Property tax
	CACO	51152000	Public instln rights	Rights over public facilities
	CACO	51152500	Revaluation taxes	Revaluation taxes
	CACO	51153000	Tourism tax	Tourism tax
	CACO	51153500	Duty for port usage	Duty for port usage
	CACO	51154000	Car taxes	Car taxes
	CACO	51154500	Taxes/duties events	Public events taxes
	CACO	51155000	Taxes investm. quota	Taxes investm. quota
	CACO	51157000	(VAT) Input tax	(VAT) Input tax
	CACO	51159500	Other taxes	Other taxes
	CACO	51200500	Leased land	Leased land
	CACO	51201000	Structures/Buildings	Structures/Buildings
	CACO	51201500	Mach./Equipm. rental	Machinery/equipment rental
	CACO	51202000	Office equip rental	Rented office equipment
	CACO	51202500	Rented comp./commun.	Computer/communications equipment rental
	CACO	51203000	Med./scient.eq.rent.	Medical/scientific equipment rental
	CACO	51203500	Rented Hot./Rest.	Hotels/Restaurants rental
	CACO	51204000	Means transp. rental	Means of transport rental
	CACO	51204500	Rented water transp.	Rented water transport
	CACO	51205000	Air transp.	Air transp.
	CACO	51205500	Rail Vehicles	Rail Vehicles
	CACO	51206000	Rented power stat.	Power stations, networks rental
	CACO	51206500	Rented airports	Rented airports
	CACO	51207000	Mov. assets rental	Tangible assets rental
	CACO	51209500	Other assets rental	Other assets rental
	CACO	51250500	Contributions	Contributions
	CACO	51251000	Subsidies	Subsidies
	CACO	51300500	Vehicle insurance	Vehicle insurance
	CACO	51301000	Fulfillm. insurance	Fulfillment insurance
	CACO	51301500	Loss insurance	Loss insurance
	CACO	51302000	Municipal insurance	Municipal insurance
	CACO	51302500	Fire insurance	Fire insurance
	CACO	51303000	Earthquake insurance	Earthquake insurance
	CACO	51303500	Embezzlmnt insurance	Embezzlemnet insurance
	CACO	51304000	Transport insurance	Transport insurance
	CACO	51304500	Water Tran.Insurance	Water Tran.Insurance
	CACO	51305000	Air trans. insurance	Air transport insurance
	CACO	51305500	Rail trans.insurance	Rail transport insurance
	CACO	51306000	Civ.ins./non-contr.	Civil risk insurance/non-contractual
	CACO	51306500	Flight insurance	Flight insurance
	CACO	51307000	Equip.loss insurance	Equipment loss insurance
	CACO	51307500	Third-p liab.veh.ins	Third-party liability vehicle insurance
	CACO	51308000	Unemployment ins.	Unemployment insurance
	CACO	51308500	Goods transp. insur.	Goods transportation insurance
	CACO	51309500	Other insurance	Other insurance
	CACO	51350500	Security services	Security services
	CACO	51351000	Temporary services	Temporary services
	CACO	51351500	Tech.support service	Technical assistance service
	CACO	51352000	Data process.service	Data processing services
	CACO	51352500	Water/sewerage serv.	Water/sewarage services
	CACO	51353000	Elec. energy service	Electrical energy service
	CACO	51353500	Telephone service	Telephone service
	CACO	51354000	Telegraph/mail serv.	Telegraph/mail services
	CACO	51354500	Fax/telex service	Fax/telex service
	CACO	51355000	Transp./goods serv.	Transport/goods services
	CACO	51355500	Gas service	Gas service
	CACO	51359500	Other services	Other services
	CACO	51400500	Legal fees	Legal fees
	CACO	51401000	Commercial reg.costs	Commercial register costs
	CACO	51401500	Procedures/licenses	Procedures/licenses
	CACO	51402000	Customs duty	Customs duty
	CACO	51402500	Consular expense	Consular expense
	CACO	51409500	Other legal costs	Other legal costs
	CACO	51450500	Maintenance: REstate	Maintenance: Real Estate
	CACO	51451000	Maintenance: Buildgs	Maintenance: Buildings
	CACO	51451500	Maint.: Mach./equip.	Maintenance: Machinery/equipment
	CACO	51452000	Maint: Office equip.	Maintenance: Office equipment
	CACO	51452500	Maint: Comp./com.eq.	Maint: Computer/communications equipment
	CACO	51453000	Maint.: Med./sci.eq.	Maint.: Medical/scientific equipment
	CACO	51453500	Maint.: Hotels/rest.	Maintenance: Hotels/restaurants
	CACO	51454000	Maint: Transport	Maintenance: Transportation
	CACO	51454500	Maintenance: Vessels	Maintenance: Vessels
	CACO	51455000	Mainten: Aircraft	Maintenance: Aircraft
	CACO	51455500	Maint: Rail vehicles	Maintenance: Rail vehicles
	CACO	51456000	Mainten: Power plnts	Maintenance: Power plants, networks
	CACO	51456500	Maint.: Sec. techn.	Maintenance: Security technique
	CACO	51457000	Maint.: Commun.paths	Maintenance: Communication paths
	CACO	51500500	Electrical install.	Electrical installation
	CACO	51501000	Design	Design
	CACO	51501500	Individ. maintenance	Individual maintenance
	CACO	51509500	Other install. costs	Other installation costs
	CACO	51550500	Overnight stay	Overnight stay
	CACO	51551000	River/maritime trips	River/maritime trips
	CACO	51551500	Air trips	Air trips, plane tickets
	CACO	51552000	Overland trips	Overland trips
	CACO	51552500	Rail trips	Rail trips
	CACO	51559500	Other trip costs	Other trip costs
	CACO	51600500	Depreciat. buildings	Depreciation buildings
	CACO	51601000	Deprec.mach./equip.	Machinery/equipment depreciation
	CACO	51601500	Office equip. depr.	Office equipment depreciation
	CACO	51602000	Comp./comm.eq.depr.	Computer/communication equipment deprec.
	CACO	51602500	Med./sci. eq. depr.	Medical/scientific equipment depreciatn.
	CACO	51603000	Deprec. hotels/rest.	Depreciation hotels/restaurants
	CACO	51603500	Means transp. depr.	Means of transport depreciation
	CACO	51604000	Vessels depreciation	Vessels depreciation
	CACO	51604500	Depreciatn aircraft	Depreciation aircraft
	CACO	51605000	Rail vehicles depr.	Rail vehicles depreciation
	CACO	51605500	Hydroelec.PP deprec.	Hydroelectric power plants depreciation
	CACO	51606000	Sec.install.deprec.	Security installations depreciation
	CACO	51650500	Commun.paths deprec.	Communication paths depreciation
	CACO	51651000	Depr. Intang.Assets	Amortization of intangible assets
	CACO	51651500	Defer.chg/prv.depr.	Deferred charges/provisions depreciation
	CACO	51659500	Other depreciation	Other depreciation
	CACO	51950500	Representative fees	Representative fees
	CACO	51950501	Sales commissions	Sales commissions (sales agents)
	CACO	51951000	Literature	Literature
	CACO	51951500	Music	Music
	CACO	51952000	Marketing	Marketing
	CACO	51952500	Cafeteria	Cafeteria
	CACO	51953000	Stationery	Stationery, photocopies, etc.
	CACO	51953500	Fuels/lubricants	Fuels and lubricants
	CACO	51954000	Packaging	Containers, recipients
	CACO	51954500	Taxis and buses	Taxis and buses
	CACO	51955000	Stamps	Stamps
	CACO	51955500	Microfilm	Microfilm
	CACO	51956000	Casino, restaurant	Casino, restaurant
	CACO	51956500	Parking	Parking
	CACO	51957000	Compensation	Compensation
	CACO	51957500	Dymanite and similar	Dymanite and similar
	CACO	51959500	Other	Other
	CACO	71010100	Raw mat. consumption	Raw material consumption
	CACO	73014820	Cost accntng deprec.	Cost accounting depreciation
	CACO	73014890	Other accrued costs	Other accrued costs
	CACO	73016001	Int.sttlmnt mat.csts	Internal settlement of material costs
	CACO	73016002	Int.sttlmnt per.csts	Internal settlement of personnel costs
	CACO	73016003	Int.sttlmnt oth.csts	Internal settlement, other costs
	CACO	73016004	Int.sett.profit.seg.	Internal settlement profitability segmnt
	CACO	73016100	WIP/results analysis	WIP/results analysis
	CACO	73016101	Result anal.: Income	Result Analysis: Income
	CACO	73016102	WIP/RA: Primary inv.	WIP/RA: Primary costs inventory
	CACO	73016103	WIP/RA: Prim. delay	WIP/RA: Primary remainder costs
	CACO	73016104	WIP/RA:PrimSalesCsts	WIP/RA: Primary sales costs
	CACO	73016112	WIP/RA: Invent.sec.	WIP/RA: Secondary costs inventory
	CACO	73016113	WIP/RA:Sec.cst delay	WIP/RA: Secondary costs delay
	CACO	73016114	WIP/RA:PrimSalesCsts	WIP/RA: Primary sales costs
	CACO	73016201	Overhead: Material	Overhead: Material
	CACO	73016202	Overhead: Production	Overhead: Production
	CACO	73016203	Overhead: Admin.	Overhead: Administration
	CACO	73016204	Overhead: Sales	Overhead: Sales and distribution
	CACO	73016301	Cafeteria assessment	Cafeteria assessment
	CACO	73016302	Water assessment	Water assessment
	CACO	73016309	CCtrAssess.prof.seg.	Cost center assessment in profit.segment
	CACO	73016410	IAA Production hours	Internal acty alloc., production hours
	CACO	73016415	IAA setup	Internal activity allocation, setup
	CACO	73016450	IAA cafeteria	Internal activity allocation, cafeteria
	CACO	73016455	IAA water	Internal activity allocation, water
	CACO	73998900	BSChg.semi-fin.prod.	Bal. sheet change semi-finished products
	CACO	73998901	In-house mat.scrap.	Bal. sheet change scrapping custom. mat.
	CACO	73998902	Cust.qual.contr cons	Bal. sheet change custom.quality control
	CACO	73998920	BSChg finished prod.	Balance sheet change finished products
	CACO	73998931	BSchg. sale in-h.pr.	Bal.sht change sale in-h. pro.w/cost el.
	CACO	73998932	BSchg entry in-h pr.	Bal.sheet change entry in-house products
	CACO	73998942	BS chge entr.ext.pr.	Balance sheet change entry ext. product
	CACO	73998945	BSchge sale ext. pr.	Bal.sht change sale ext.prod w/cost el.
	CACO	73998950	Plant produc. order	Inventory change-production order factor
	CACZ	21000	Build.,halls,struct.	Buildings, halls and structures
	CACZ	31000	Real estate	Real estate
	CACZ	501100	Cons.mater.cl.3000	Consumed material - cl. 3000
	CACZ	501110	Cons.mater.cl.3001	Consumed material - cl. 3001
	CACZ	501120	Cons.mater.cl.3030	Consumed material - cl. 3030
	CACZ	501130	Cons.mater.cl.3040	Consumed material - cl. 3040
	CACZ	501150	Cons.mater.cl.3050	Consumed material - cl. 3050
	CACZ	501160	Cons.mater.cl.3100	Consumed material - cl. 3100
	CACZ	501180	Cons.mater.cl.7900	Consumed material - cl. 7900
	CACZ	501190	Cons.mater.cl.7920	Consumed material - cl. 7920
	CACZ	501200	Cons.mater.MM diff.	Consumed material - Difference from MM
	CACZ	501810	Small price diff. MM	Materials management small differences
	CACZ	501820	Small price diff. MM	Materials management small differences
	CACZ	501910	Cons.mater.small dif	Consumed material - MM - small variance
	CACZ	501920	Cons.mater.pr.diff	Consumed material, price difference MM
	CACZ	501930	Cons.mater.pr.diff	Consumed material, price difference MM
	CACZ	501940	Cons.mater. expense	Consumed material, MM expense
	CACZ	501950	Cons.mat.-exp. of r.	Consumed material, MM expense
	CACZ	501970	Cons.mat.-exp. of r.	Gain from Revaluation
	CACZ	501980	Cons.mat.-exp. of r.	Valuation differences
	CACZ	501990	Price diff (MM)	Price differences
	CACZ	502000	Energy consumption	Energy consumption
	CACZ	503000	Cons.of non-invent	Consumption of non-inventoried items
	CACZ	504000	Merchandise sold	Merchandise sold
	CACZ	504100	Merchandise sold: MM	Merchandise sold-modul MM
	CACZ	504200	Goods sold diff.	Goods sold differences
	CACZ	511000	Repair & maintenance	Repair and maintenance
	CACZ	512000	Travel expenses	Travel expenses
	CACZ	513000	Represent. expenses	Representation expenses
	CACZ	518000	Other services	Other services
	CACZ	518110	Telephone expenses	Telephone expenses
	CACZ	520000	Personnel Expenses	Personnel Expenses
	CACZ	521000	Wages and Salaries	Wages and Salaries
	CACZ	525000	Other soc. insurance	Other social insurance
	CACZ	531000	Road tax	Road tax
	CACZ	532000	Real estate tax	Real estate tax
	CACZ	538000	Other indirect taxes	Other taxes and charges
	CACZ	541000	Rem. asset value	Remaning value of sold assets
	CACZ	542000	Material sold	Material sold
	CACZ	543000	Gifts	Gifts
	CACZ	544000	Contractual fines	Contractual fines/interest on arrears
	CACZ	545000	Other fine/penalty	Other fines and penalties
	CACZ	546000	Write-off of receiv.	Write-off of receivables
	CACZ	549000	Shortages And Damage	Shortages And Damage
	CACZ	551000	Deprec. of assets	Depreciation of (in)material assets
	CACZ	552000	Additions to leg.res	Additions to legal reserves
	CACZ	554000	Additions to oth.res	Additions to other reserves
	CACZ	561000	Shares sold	Shares sold
	CACZ	562000	Cons.mater.cl.3050	Interest
	CACZ	563000	Foreign exch. losses	Foreign exchange losses
	CACZ	564000	Other Financial Exp.	Other Financial Expenses
	CACZ	566000	Exp. Fr. Fin. Assets	Expense from Financial Assets
	CACZ	567000	Exp.fr.Oper.w/Deriv.	Expense from Operations with Derivatives
	CACZ	568000	Other Financial Exp.	Other financial expenses
	CACZ	581000	Exp.f.change of meth	Expenses for change of method
	CACZ	582100	Scrap damaged mat.	Scrap damaged material
	CACZ	582110	Scrap damaged mat.	Scrap damaged material
	CACZ	582120	Quality differences	Quality differences
	CACZ	582130	Quality differences	Quality differences
	CACZ	582200	Losses-invent.varian	Losses - inventory variance
	CACZ	584000	Additions to reserve	Additions to reserves
	CACZ	601000	Rev. dom. fin. prod.	Revenues from own products
	CACZ	602000	Reven.from services	Revenues from services
	CACZ	604000	Revenues f.merchan.	Revenues from merchandise
	CACZ	612000	Change in WIP inv.	Change in semi-finished products inven.
	CACZ	612100	Change in WIP inv.	Change in WIP inventory
	CACZ	613000	Change in fin.pr.inv	Change in finished products inventory
	CACZ	622000	Capit.of int.serv.	Capitalization of internal services
	CACZ	623000	Capit.of int.fix.as.	Capitalization of inmaterial assets
	CACZ	624000	Capit.of tan.fix.as.	Capitalization of tangible fixed assets
	CACZ	664000	Rev.RevlnProp.Shares	Revenue from Revaln of Property Shares
	CACZ	665000	Rev.from fin.invst.	Revenue from financial investments
	CACZ	811000	DAA preparation	Direct activity allocation preparation
	CACZ	813000	DAA start	Direct activity allocation start
	CACZ	814000	DAA transport int.	Direct acty allocation transport int.
	CACZ	815000	DAA repair hours	Direct acty allocation repair hours
	CACZ	816000	DAA check	Direct acty allocation check
	CACZ	817000	DAA energy	Direct acty allocation energy
	CACZ	818000	DAA IT development	Direct acty allocation IT development
	CACZ	819000	DAA production	Direct acty allocation production
	CACZ	820000	DAA machine costs	Direct acty allocation machine costs
	CACZ	821000	DAA work costs	Direct acty allocation work costs
	CACZ	823000	DAA ignition	Direct acty allocation ignition
	CACZ	825000	DAA hiring II	Direct acty allocation hiring II
	CACZ	826100	Consultant, junior	Consultant, junior
	CACZ	826200	Consultant, senior	Consultant, senior
	CACZ	826300	Manager	Manager
	CACZ	826400	Training reports	Training reports
	CACZ	830000	ND for allocation	ND for allocation
	CACZ	831000	Allocation cafeteria	Allocation cafeteria
	CACZ	831100	Alloc. trans, admin	Allocation transport, administration
	CACZ	831200	Alloc. pers. costs	Allocation personnel costs
	CACZ	831300	Allocation services	Allocation company services
	CACZ	831400	Allocation cafet. 2	Allocation cafeteria 2
	CACZ	831500	Allocation telephone	Allocation telephone
	CACZ	832000	IAA services	Indirect acty allocation services
	CACZ	833000	IAA cafeteria	Indirect acty allocation cafeteria
	CACZ	834000	IAA telephone fees	Indirect acty allocation telephone fees
	CACZ	835000	IAA telephones	Indirect acty allocation telephones
	CACZ	836000	IAA trans, admin	Indirect acty allocation trans, admin
	CACZ	837000	IAA personnel costs	Indirect acty allocation personnel costs
	CACZ	840000	IAA ABC general	Indirect acty allocation ABC general
	CACZ	841000	IAA other costs	Indirect acty allocation other costs
	CACZ	841100	IAA ABC repairs	Indirect acty allocation ABC repairs
	CACZ	841200	IAA ABC machines	Indirect acty allocation ABC machines
	CACZ	841300	IAA ABC burn in	Indirect acty allocation ABC burn in
	CACZ	841400	IAA special hours	Indirect acty allocation special hours
	CACZ	841500	IAA ABC material	Indirect acty allocation ABC material
	CACZ	841600	IAA ABC sales	Indirect acty allocation ABC sales
	CACZ	848000	Allocation ABC	Allocation ABC
	CACZ	848100	Alloc. ABC manage	Allocation ABC management
	CACZ	848200	Alloc. ABC compl. PC	Allocation ABC complete PC
	CACZ	848300	Alloc. ABC config PC	Allocation ABC complete config. PC
	CACZ	848400	Alloc. ABC design	Allocation ABC design
	CACZ	849000	Alloc. ABC general	Alloc. ABC general
	CACZ	849100	Alloc. ABC quality	Allocation ABC quality and safety
	CACZ	849200	Alloc. ABC FI/admin	Allocation ABC financial/administration
	CACZ	849300	Alloc. ABC Marketing	Allocation ABC Marketing
	CACZ	849400	Allocation ABC Sales	Allocation ABC Sales
	CACZ	849500	Alloc. ABC requir.	Allocation ABC requirements
	CACZ	849600	Alloc. ABC offers	Allocation ABC offers
	CACZ	849700	Alloc. ABC Product.	Allocation ABC Production
	CACZ	849800	Alloc. ABC Logistics	Allocation ABC Logistics
	CACZ	849900	Alloc. ABC Maint.	Allocation ABC Maintenance
	CACZ	849910	Alloc. ABC Develop.	Allocation ABC Development
	CACZ	850000	Allocation contract	Allocation contract
	CACZ	851000	Alloc. contract mat.	Allocation contract material
	CACZ	852000	Allocation: Orders	Allocation: Orders
	CACZ	852500	Alloc.: Int. Calc.	Allocation: Interest Calculation
	CACZ	853000	Alloc.: Order qual.	Allocation: Order quality
	CACZ	855100	Adm bonus direct mat	Administration bonus direct material
	CACZ	855110	Adm bonus other mat	Administration bonus other material
	CACZ	855200	Adm personnel costs	Administration personnel costs
	CACZ	855300	Adm administrative	Administration administrative
	CACZ	855400	Administration sales	Administration sales
	CACZ	856000	Order/project analy.	Order/project results analysis
	CACZ	871110	Expense direct sales	Expense direct sales
	CACZ	871111	WIP direct	WIP direct
	CACZ	871112	Stock WIP costs	Stock WIP costs
	CACZ	871115	Valuated revenues	Valuated revenues
	CACZ	871120	Expense sales/admin	Expenses for sales/administration costs
	CACZ	871121	Screen WIP overhead	Screen WIP overhead
	CACZ	871130	Cost of sales prod.	Cost of sales production costs
	CACZ	871131	Screen WIP prod.	Screen WIP production costs
	CACZ	871140	Cost of sales sales	Cost of sales sales
	CACZ	871141	Screen WIP sales	Screen WIP sales
	CACZ	872111	WIP Direct costs	WIP Direct costs
	CACZ	872112	Break up stock dir.
	CACZ	872121	WIP Overhead	WIP Overhead
	CACZ	872122	Break up stock ovhd	Break up stock overhead
	CACZ	872131	WIP Production costs	WIP Production costs
	CACZ	872132	Break up stock prod.	Break up stock production costs
	CACZ	872141	WIP S&A	WIP S&A
	CACZ	872142	Break up stock sales	Break up stock sales
	CACZ	872200	No description
	CACZ	872300	No description
	CACZ	873110	Cost of sales direct	Cost of sales direct costs
	CACZ	873111	Stock inv. direct	Stock inventory direct costs
	CACZ	873112	Break up stock dir.	Break up stock dir.
	CACZ	873121	Stock inv. overhead	Stock inventory overhead
	CACZ	873122	Break up stock ovhd	Break up stock overhead
	CACZ	873131	Stock inv. prod.	Stock inventory production costs
	CACZ	873132	MC no description	Material costs no description
	CACZ	873141	MC no description	Material costs no description
	CACZ	873142	MC no description	Material costs no description
	CACZ	873211	MC no description	Material costs no description
	CACZ	873212	MC no description	Material costs no description
	CACZ	873221	MC no description	Material costs no description
	CACZ	873300	MC no description	Material costs no description
	CACZ	874101	MC no description	Material costs no description
	CACZ	874103	MC no description	Material costs no description
	CACZ	874201	MC no description	Material costs no description
	CACZ	874202	MC no description	Material costs no description
	CACZ	874203	MC no description	Material costs no description
	CACZ	875100	MC no description	Material costs no description
	CACZ	875200	MC no description	Material costs no description
	CACZ	875300	MC no description	Material costs no description
	CACZ	875400	MC no description	Material costs no description
	CACZ	875500	Income	Income
	CACZ	890000	Settl. PA admin.	Settlement PA administration
	CACZ	891000	Settl. PA shipping	Settlement PA shipment distribution
	CACZ	892000	Settl. PA market	Settlement PA marketing
	CACZ	893000	Settl. PA sales adm	Settlement PA sales administration
	CACZ	894000	Settl. PA products	Settlement PA products
	CACZ	898000	Internal sales rev.	Internal sales revenue
	CACZ	898100	Balance Sheet Change	Inventory change internal shipments
	CACZ	898200	Shipment from PCtr	Shipment from other profit centers
	CAFI	400099	Scrap ext. material	Scrap external material
	CAFI	401100	Consumptn, raw mat.1	Consumption, raw material 1
	CAFI	401200	Raw material 2 cons.	Raw material 2 consumption
	CAFI	411100	Trading gds consump.	Consumption: Trading goods
	CAFI	411300	Pkg. material cons.	Packaging materials consumption
	CAFI	411400	Spare parts	Spare parts
	CAFI	421000	Own material cons.	Own material consumption
	CAFI	490010	Plant produc. order	Fact.output of production orders(invento
	CAFI	493000	Inventory change	Inventory change unfinished products
	CAFI	495000	Finished products	Change in finished products inventory
	CAFI	495100	Qual.contr. own use	Inventory change quality control use
	CAFI	495400	Receive own products	Inventory change-increase in own goods
	CAFI	496100	Receive other prod.	Inventory change-increase in ext. prod.
	CAFI	496200	Sell other products	Inventory change, sell ext. with CElm
	CAFI	499099	Scrap own material	Inventory change scrap own material
	CAFI	501000	Occupancy costs	Occupancy costs
	CAFI	507000	Building maintenance	Building maintenance costs
	CAFI	520000	Machinery rental	Machinery rental
	CAFI	531000	Electricity (fixed)	Electricity (fixed portion)
	CAFI	531100	Electricity (vbl)	Electricity (variable portion)
	CAFI	532000	Gas	Gas
	CAFI	533000	Heating oil	Heating oil
	CAFI	538000	Water	Water
	CAFI	544000	Trading goods scrap	Trading goods scrap
	CAFI	546000	Office supply cons.	Office supply consumption
	CAFI	546099	Scrap office supply	Scrap office supplies
	CAFI	549010	External proc. costs	External procurement costs
	CAFI	550000	Other maint. costs	Other maintenance costs
	CAFI	551010	Machine maintenance	Machinery & equipment maintenance costs
	CAFI	560000	Vehicle costs	Vehicle costs
	CAFI	571000	Postal costs	Postal costs
	CAFI	572000	Tr.exp.-accommod.	Travel expenses - accommodation
	CAFI	583000	Trav.costs, accomm.	Travel costs, accommodations (receipts/
	CAFI	583100	Travel costs, transp	Travel costs, transport
	CAFI	583200	Travel costs, trans.	Travel costs, transport (receipt/perdiem
	CAFI	583300	Trip costs - meals	Trip costs - meals
	CAFI	583400	Trip costs, other	Trip costs, other
	CAFI	590000	Ads/sales costs	Advertising and sales costs
	CAFI	605000	Sales commission	Sales commission (brokerage)
	CAFI	607100	Advertising items	Advertising items
	CAFI	607200	Business gifts	Business gifts
	CAFI	607300	Representation	Representation
	CAFI	610000	Office supplies	Office supplies
	CAFI	621100	Telephone (basic)	Telephone (basic fees)
	CAFI	621400	Telephone (calls)	Telephone costs (call fees)
	CAFI	623000	Other admin. costs	Miscellaneous administrative costs
	CAFI	625000	Postage w/o phone	Postage (without telephone)
	CAFI	631000	Insurance	Insurance
	CAFI	654000	Purchased services	Purchased services
	CAFI	657100	Bank charges	Bank charges
	CAFI	690000	Other costs	Other costs
	CAFI	701000	Direct labor costs	Direct labor costs
	CAFI	701110	Variant shift	Variant shift
	CAFI	701210	Workplace bonus	Workplace bonus
	CAFI	708100	Overtime premiums	Overtime premiums
	CAFI	708200	Sick pay	Sick pay, disability pay
	CAFI	709000	Vacation bonus	Vacation bonus, special payments
	CAFI	721000	Salaries	Salaries
	CAFI	731600	Clothing	Clothing
	CAFI	732100	Per diem dom. txfree	Per diem domestic tax free
	CAFI	732300	Per diem for. txfree	Per diem foreign tax free
	CAFI	733100	Cafeteria equipment	Cafeteria equipment
	CAFI	733200	Meals	Meals
	CAFI	741100	Indirect labor costs	Indirect labor costs
	CAFI	741200	Pension payments	Expense for pension scheme
	CAFI	751100	Social security	Social security payments
	CAFI	751200	Annual bonus	Annual bonus
	CAFI	759000	Workers' comp.assoc.	Workers' compensation assoc.contribut.
	CAFI	763000	Tr.cost.entertainmnt	Trip costs, entertainment
	CAFI	769010	Other pers. costs	Other personnel costs
	CAFI	891000	Other taxes	Other taxes
	CAFI	901100	Accrued depreciation	Accrued depreciation
	CAFI	901200	Accrued interest	Accrued interest
	CAFI	911100	Assessment	Assessment
	CAFI	911200	Assessment	Assessment
	CAFI	911300	Assessment	Assessment
	CAFI	921100	Int. activity alloc.	Internal activity allocation
	CAFI	921200	Int. activity alloc.	Internal activity allocation
	CAFI	921300	Int. activity alloc.	Internal activity allocation
	CAFI	921400	Int. activity alloc.	Internal activity allocation
	CAFI	931110	Internal settlement	Internal settlement
	CAFI	931120	Internal settlement	Internal settlement
	CAFI	931130	Internal settlement	Internal settlement
	CAFI	931140	Internal settlement	Internal settlement
	CAFI	941100	Overhead	Overhead
	CAFI	941200	Overhead	Overhead
	CAFI	941300	Overhead	Overhead
	CAFI	941400	Overhead	Overhead
	CAFI	951110	Order/project analy.	Order/project results analysis
	CAFI	951120	Order/project analy.	Order/project results analysis
	CAFI	951130	Order/project analy.	Order/project results analysis
	CAFI	951140	Order/project analy.	Order/project results analysis
	CAFI	951150	Order/project analy.	Order/project results analysis
	CAFI	951160	Order/project analy.	Order/project results analysis
	CAFI	951170	Order/project analy.	Order/project results analysis
	CAFI	951520	Order/project analy.	Order/project results analysis
	CAFI	961100	Inc.Ord: Sales rev.	PS: Sales revenue from incoming orders
	CAFI	961200	IncOrd: Revenues	PS: Other revenue from incoming orders
	CAFI	961300	IncOrd: Costs	PS: Costs for incoming orders
	CAFI	962100	Earned value	PS: Earned value calculation
	CAFR	606100	NON-STOCK PURCHASING	NON-STOCK PURCHASING - NON-STOCK VENDOR
	CAFR	606300	NON-STOCK PURCHASING	NON-STOCK PURCHASING - MAINT. VENDOR
	CAFR	606400	NON-STOCK PURCHASING	NON-STOCK PURCHASING - ADMIN. VENDOR
	CAFR	606800	NON-STOCK PURCHASING	NON-STOCK PURCHASING - OTHER MATERIALS
	CAFR	607010	MERCH. PURCHASING	MERCHANDISE PURCHASING - MERCHANDISE -A
	CAFR	607011	PRICE VAR. - MERCH.	PRICE VARIANCE - MERCHANDISE A
	CAFR	607020	MERCH. PURCHASING	MERCHANDISE PURCHASING - MERCHANDISE -B
	CAFR	607021	PRICE VAR. - MERCH.	PRICE VARIANCE - MERCHANDISE B
	CAFR	609100	R.R.R. OBTAINED/PRCH	R.R.R. OBTAINED / PURCHASING - RAW MATS
	CAFR	609200	R.R.R. OBTAINED/PRCH	R.R.R. OBTAINED / PURCHASING - OTHER
	CAFR	609400	R.R.R. OBTAINED/PRCH	R.R.R. OBTAINED / PURCHASING - SERVICES
