Donor Line

View:   ZDONOR_LINE
Client: 400

                                                                      13.03.2015
---------------------------------------------------------------
|Donor Line|Name                                              |
|A126      |N30/RCF- Gender/Rights Mainstreaming              |
|A127      |N32/RCF- Thailand Burma Boarder Consortium (TBBC) |
|A128      |N42/RCF- Lowering Emissions in Asia's Forests (LEA|
|A129      |N44/RCF- China Country Program Development        |
|A130      |N45/RCF- Mainstreaming Gender Issues in Forest Pol|
|A131      |N48/RCF- Country Strategy Development             |
|A132      |N49/RCF- Myanmar Country Program Development      |
|A133      |N52/RCF- CF demonstration sites in Indonesia      |
|A134      |N53/RCF- CFET Curricula Development - ICP         |
|A135      |N54/RCF- Capacity Building Strategy Development - |
|A136      |N55/RCF- Vietnam Conflict Curricula Development   |
|A137      |N56/RCF- Regional Facilitation Support to RRI Acti|
|A138      |N57/RCF- Community Forestry Champions Network:Tack|
|A139      |N58/RCF- JICA Strengthening CF Capacity in Asia / |
|A140      |N59/RCF- FLEGT- Supporting Community Forestry Netw|
|A141      |N60/RCF- Nepal Country Program Development        |
|A142      |N61/RCF- CF demonstration sites in Myanmar        |
|A143      |N62/RCF- CBNA update - ICP                        |
|A144      |N63/RCF- CF demonstration sites in Cambodia       |
|A145      |N64/RCF- CF Enterprise and Market Development - TC|
|A146      |N65/RCF- CF demonstration sites in Vietnam        |
|A147      |N66/RCF- Exposure Visits to Lao Community Resource|
|A148      |N67/RCF- Information Network for Forests in Myanma|
|A149      |N68/RCF- Representation at Myanmar Events         |
|A150      |N69/RCF- Support to CF-related working groups in M|
|A151      |N70/RCF- PROCO Representation Events              |
|A152      |N71/RCF- Strengthening Local Communitiesand Suppor|
|A153      |N72/RCF- FLEGT- Supporting CF Networks and other C|
|A154      |N73/RCF- Thailand National Forum 19-21 Mar'14     |
|A155      |N74/RCF- Community Forestry Women Leaders Capacity|
|A156      |N75/RCF- Study Tour to Cambodia on CF Development |
|A157      |N76/RCF- RRI Coordination                         |
|A158      |K07/PRF- Repairs and office maintenance (Dormitory|
|A159      |B64/RCF- USAID Adapt Asia-Pacific                 |
|A160      |B41/RCF- Workshop on Participatory Action Research|
|A161      |N77/RCF- Support CFDF for CF Development          |
|A162      |N32/RCF/TCP- Thailand Burma Boarder Consortium (TB|
|A163      |B21/RCF- Dissemination the Impacts of the Forest G|
|A164      |A00/RCF- ProjectOver: Expenses write-off          |
|A165      |B65/RCF- FSG: Train the trainers Project (FSC Acco|
|A166      |B66/RCF- ASS: ASFN Secretariat                    |
|A167      |N78/RCF/EUC- SMRLE (EU Funded Project)            |
|A168      |B67/RCF: ASFCC Training Activity                  |
|A169      |B68/RCF: CDTS Open Subscription Courses           |
|A170      |New H12/RCF- KU Relationship Strengthening        |
|A171      |New H26/RCF- Donor Stewardship                    |
|A172      |New H27/RCF- Nontraditional Fundraising           |
|A173      |New K17/RCF- Legal fees                           |
|A174      |New K07/RCF- Repairs and office maintenance       |
|A175      |New N16/RCF- Proposal Development                 |
|A194      |New M20/RCF- Landscapes Functions and People cours|
|A195      |RCF- Training "Enhancing livelihoods", 9-14 Mar'15|
|A196      |RCF-Study tour "SFM & Livelihood Dev", 1-9 Mar'15 |
|B001      |A07/PRF- ASN: Swiss Partnership on Social Forestry|
|B002      |A12/PRF- CF Adaptation Roadmap to 2020            |
|B003      |A13/PRF- Conflict mediation analysis              |
|B004      |A14/PRF- Forest conflict portal                   |
|B005      |A15/PRF- Advanced Mediation - Networking          |
|B006      |A16/PRF- Advanced Mediation Curriculum Development|
|B007      |A20/PRF- Landmark Publication                     |
|B008      |A21/PRF- Study Tour Development                   |
|B009      |A22/PRF- Institutional Learning                   |
|B010      |A78/PRF- Conflict in REDD+ Study                  |
|B011      |A84/PRF- Forinfo: Livelihood Improvement through G|
|B012      |A86/PRF- Adaptation Training Materials -Testing &D|
|B013      |A91/PRF- Livelihoods and Markets -Training materia|
|B014      |A93/PRF- General CDTS Travel                      |
|B015      |B06/PRF- Forest Stewardship Council (Train the Tra|
|B016      |B14/PRF- Royal Norwegian Embassy (CF Program Suppo|
|B017      |B18/PRF- Grassroots Equity and Enhanced Networks i|
|B018      |B20/PRF- Training Course- Free, Prior and Informed|
|B019      |B22/PRF- Myanmar REDD+ Readiness Assessment (Royal|
|B020      |B24/PRF- Provision of a Training Course on "Free, |
|B021      |B25/PRF- Water and Forest Land Titling in Lao PDR |
|B022      |B27/PRF- Livelihoods and Markets Analytical Resear|
|B023      |B30/PRF- Strengthen Regional Networks             |
|B024      |B32/PRF- Feasibility Study for Preparation of Fina|
|B025      |B33/PRF- CF and Water Management                  |
|B026      |B34/PRF- Forest Carbon, Markets and Communities (F|
|B027      |B36/PRF- Grassroots Capacity Building for REDD+ in|
|B028      |B37/PRF- Conducting Reinforcement Training on PFM |
|B029      |B42/PRF - Multi-country Study on Forest Restoratio|
|B030      |B43/PRF- Renewable Energy to the Energy & Environm|
|B031      |B44/PRF- Integrating Climate Change Adaptation int|
|B032      |B45/PRF-- Study tour for Myanmar's relevant stakeh|
|B033      |B46/PRF- Forest Connect / Networking              |
|B034      |B47/PRF- PFCC Development                         |
|B035      |B48/PRF- PFCC Events                              |
|B036      |B49/PRF- Tenure Reform (RECOFTC contribution)     |
|B037      |B50/PRF- CBNA updates for 2013-18                 |
|B038      |B51/PRF- CF demonstration site - regional coordina|
|B039      |B52/PRF- PFCC Networking                          |
|B040      |B53/PRF- Capacity Building Program to Strengthen C|
|B041      |B54/PRF- Regional consultation on "Forests and Cli|
|B042      |B55/PRF- Empowering Communities Through Training o|
|B043      |B56/PRF- ASEAN-Swiss Partnership on Social Forestr|
|B044      |B57/PRF- Conflict and Cooperation over REDD+ in Ne|
|B045      |B58/PRF- A Training of facilitators workshop on st|
|B046      |B59/PRF- SCF Development                          |
|B047      |B60/PRF- Grassroots CF Support                    |
|B048      |B61/PRF- PPP                                      |
|B049      |B62/PRF- CF Leadership Development                |
|B050      |B63/PRF- CF Champions Event 3: China              |
|B051      |F02/PRF- Representation at Indonesia Events       |
|B052      |F03/PRF- Support to CF-related working groups in I|
|B053      |F05/PRF- ICP development                          |
|B054      |F34/PRF- Support to CCWG - VCP                    |
|B055      |F39/PRF- VCP Development                          |
|B056      |F42/PRF- Country Strategy                         |
|B057      |F43/PRF- TCP Development                          |
|B058      |F48/PRF- Strengthening CF Networks and Collaborati|
|B059      |F67/PRF- CF and Climate Change                    |
|B060      |F69/PRF- Representation at Cambodia Events        |
|B061      |F70/PRF- Support & Strengthen NCFPCC - CCP        |
|B062      |F82/PRF- Cambodia Country Program Development     |
|B063      |F87/PRF- VCP communications strategy              |
|B064      |F90/PRF- CF Knowledge Management (Research, good p|
|B065      |F92/PRF- Governance Training - VCP                |
|B066      |F93/PRF- Capacity Building for CF Stakeholders / F|
|B067      |F95/PRF- Support to CF-related groups in Vietnam  |
|B068      |F96/PRF- Representation at Vietnam events         |
|B069      |H01/PRF- Strategic Plan Development               |
|B070      |H02/PRF- EO Events Participation                  |
|B071      |H03/PRF- Fundraising and Donor Stewardship        |
|B072      |H07/PRF- BoT meetings (twice a year)              |
|B073      |H08/PRF- EC meetings                              |
|B074      |H10/PRF- Report dissemination to BoT/Donor        |
|B075      |H12/PRF- KU Scholarship Fund                      |
|B076      |H13/PRF- Partner/Stakeholder Relationship Developm|
|B077      |H15/PRF- Core Proposal Development                |
|B078      |H22/PRF- RECOFTC memberships                      |
|B079      |H23/PRF- Institutional M&E                        |
|B080      |H24/PRF- Sentinel Sites                           |
|B081      |H25/PRF- Program Review                           |
|B082      |J21/PRF- Marketing                                |
|B083      |J22/PRF- Website (Development and Hosting)        |
|B084      |J23/PRF- Publications (Production)                |
|B085      |J24/PRF- Library                                  |
|B086      |J27/PRF- CF Case Studies / Stories of Change      |
|B087      |J28/PRF- Image Bank                               |
|B088      |J31/PRF- 3rd Forum (plus field trip)              |
|B089      |J32/PRF- Media engagement                         |
|B090      |J33/PRF- Campaigns/Events                         |
|B091      |J34/PRF- Internal IT Systems                      |
|B092      |J35/PRF- Staff Equipment                          |
|B093      |J36/PRF- IT Services: Country Program Support     |
|B094      |J37/PRF- Intranet Implementation                  |
|B095      |J38/PRF- Web surveys                              |
|B096      |J40/PRF- E-News and Social Media                  |
|B097      |J46/PRF- Publications (Dissemination)             |
|B098      |J48/PRF- Strategic Communications Travel          |
|B099      |J50/PRF- Reflection Portfolio/Completion Report (2|
|B100      |K01/PRF- Updated accounting software              |
|B101      |K03/PRF- Year-end Fnancial Reports                |
|B102      |K04/PRF- Audit fees and related                   |
|B103      |K05/PRF- Payroll outsourcing services             |
|B104      |K06/PRF- Staff development and team building activ|
|B105      |K07/PRF- Repairs and office maintenance           |
|B106      |K09/PRF- Financial/accounting support for CPs     |
|B107      |K10/PRF- MIS development                          |
|B108      |K11/PRF- Office events                            |
|B109      |K14/PRF- Recruitments                             |
|B110      |K16/PRF- Finance Committee Meetings               |
|B111      |K17/PRF- Legal advice fees                        |
|B112      |K18/PRF- HR support for CPs and policy development|
|B113      |K19/PRF- IT Maintenance                           |
|B114      |M20/PRF- Landscape Functions and People Course    |
|B115      |N02/PRF- Thematic Area Development                |
|B116      |N03/PRF- Annual Work Planning                     |
|B117      |N05/PRF- Support to CF-related working groups in L|
|B118      |N06/PRF- Representation at Lao PDR Events         |
|B119      |N08/PRF- Country Program Development/Support      |
|B120      |N14/PRF- Indicators revision                      |
|B121      |N15/PRF- PC Meetings                              |
|B122      |N16/PRF- Proposal Development                     |
|B123      |N19/PRF- Support to NCFWGs                        |
|B124      |N21/PRF- Program Reporting                        |
|B125      |N26/PRF- LCP Development                          |
|B126      |N30/PRF- Gender/Rights Mainstreaming              |
|B127      |N32/PRF- Thailand Burma Boarder Consortium (TBBC) |
|B128      |N42/PRF- Lowering Emissions in Asia's Forests (LEA|
|B129      |N44/PRF- China Country Program Development        |
|B130      |N45/PRF- Mainstreaming Gender Issues in Forest Pol|
|B131      |N48/PRF- Country Strategy Development             |
|B132      |N49/PRF- Myanmar Country Program Development      |
|B133      |N52/PRF- CF demonstration sites in Indonesia      |
|B134      |N53/PRF- CFET Curricula Development - ICP         |
|B135      |N54/PRF- Capacity Building Strategy Development - |
|B136      |N55/PRF- Vietnam Conflict Curricula Development   |
|B137      |N56/PRF- Regional Facilitation Support to RRI Acti|
|B138      |N57/PRF- Community Forestry Champions Network:Tack|
|B139      |N58/PRF- JICA Strengthening CF Capacity in Asia / |
|B140      |N59/PRF- FLEGT- Supporting Community Forestry Netw|
|B141      |N60/PRF- Nepal Country Program Development        |
|B142      |N61/PRF- CF demonstration sites in Myanmar        |
|B143      |N62/PRF- CBNA update - ICP                        |
|B144      |N63/PRF- CF demonstration sites in Cambodia       |
|B145      |N64/PRF- CF Enterprise and Market Development - TC|
|B146      |N65/PRF- CF demonstration sites in Vietnam        |
|B147      |N66/PRF- Exposure Visits to Lao Community Resource|
|B148      |N67/PRF- Information Network for Forests in Myanma|
|B149      |N68/PRF- Representation at Myanmar Events         |
|B150      |N69/PRF- Support to CF-related working groups in M|
|B151      |N70/PRF- PROCO Representation Events              |
|B152      |N71/PRF- Strengthening Local Communitiesand Suppor|
|B153      |N72/PRF- FLEGT- Supporting CF Networks and other C|
|B154      |N73/PRF- Thailand National Forum 19-21 Mar'14     |
|B155      |N74/PRF- Community Forestry Women Leaders Capacity|
|B156      |N75/PRF- Study Tour to Cambodia on CF Development |
|B157      |N76/PRF- RRI Coordination                         |
|B158      |K07/PRF- Repairs and office maintenance (Dormitory|
|B159      |B64/PRF- USAID Adapt Asia-Pacific                 |
|B160      |B41/PRF- Workshop on Participatory Action Research|
|B161      |N77/PRF- Support CFDF for CF Development          |
|B162      |N32/PRF/TCP- Thailand Burma Boarder Consortium (TB|
|B163      |B28/PRF- DOH: Post-COP workshop (FAO)             |
|B164      |A00/PRF- ProjectOver: Expenses write-off          |
|B165      |B65/PRF- FSG: Train the trainers Project (FSC Acco|
|B166      |B66/PRF- ASS: ASFN Secretariat                    |
|B167      |N78/PRF/EUC- SMRLE (EU Funded Project)            |
|B168      |B67/PRF: ASFCC Training Activity                  |
|B169      |B68/PRF: CDTS Open Subscription Courses           |
|B170      |New A15/PRF- TFC - Networking                     |
|B171      |New A16/PRF- TFC Curriculum Development           |
|B172      |New A21/PRF- Study Tour Development               |
|B173      |New A78/PRF- Conflict in REDD+ study              |
|B174      |New A86/PRF- PFCC capacity development            |
|B175      |New A91/PRF- ELM Curriculum Development           |
|B176      |New A93/PRF- CDTS Travel (General)                |
|B177      |New B30/PRF- Strengthen Regional Networks         |
|B178      |New B33/PRF- CF & Water Management                |
|B179      |New B46/PRF- Forest Connect / ELM networking      |
|B180      |New B47/PRF- PFCC Development: Research & Demonstr|
|B181      |New B48/PRF- PFCC Events                          |
|B182      |New B50/PRF- CDNA Framework Development           |
|B183      |New B51/PRF- Piloting & Demonstration             |
|B184      |New B52/PRF- PFCC Networking                      |
|B185      |New B59/PRF- SCF Development                      |
|B186      |New B60/PRF- Grassroots CF Support                |
|B187      |New B61/PRF- Private Sector Engagement            |
|B188      |New B62/PRF- CF Leadership Development            |
|B189      |New B63/PRF- CF Champions 3: China                |
|B190      |New B69/PRF- RBA Training Manual Development      |
|B191      |New B70/PRF- Certification Engagement             |
|B192      |New B71/PRF- Research, Analysis and Synthesis     |
|B193      |New B72/PRF- STAFA support                        |
|B194      |New M20/PRF- Landscapes Functions and People cours|
|B195      |New N30/PRF- Social Inclusion and Gender Equity   |
|B196      |New H01/PRF- Strategic/Program Plan development   |
|B197      |New H02/PRF- EO Events Participation              |
|B198      |New H03/PRF- Fundraising                          |
|B199      |New H07/PRF- BoT meetings                         |
|B200      |New H08/PRF- EC Meetings                          |
|B201      |New H10/PRF- Report dissemination to BoT/donors   |
|B202      |New H13/PRF- Partner/Stakeholder Relationship dev.|
|B203      |New H15/PRF- Core Proposal Development            |
|B204      |New H22/PRF- RECOFTC memberships                  |
|B205      |New H23/PRF- Institutional M&E                    |
|B206      |New H24/PRF- Sentinel Sites                       |
|B207      |New H28/PRF- External Program Evaluation          |
|B208      |New J21/PRF- Marketing                            |
|B209      |New J22/PRF- Website (Development and Hosting)    |
|B210      |New J23/PRF- Publications (Production)            |
|B211      |New J24/PRF- Library                              |
|B212      |New J27/PRF- Stories of Change                    |
|B213      |New J28/PRF- Image bank                           |
|B214      |New J32/PRF- Media engagement                     |
|B215      |New J33/PRF- Campaigns/Events                     |
|B216      |New J34/PRF- Internal IT Systems                  |
|B217      |New J35/PRF- Staff Equipment                      |
|B218      |New J36/PRF- Country Program Support              |
|B219      |New J37/PRF- Intranet Implementation              |
|B220      |New J38/PRF- Web surveys                          |
|B221      |New J40/PRF- E-News, Web Surveys, and Social Media|
|B222      |New J46/PRF- Publications (Dissemination)         |
|B223      |New J48/PRF- StratCom Travel                      |
|B224      |New J51/PRF- Comms for CF Research                |
|B225      |New K01/PRF- Update accounting software           |
|B226      |New K03/PRF- Year-end finance reports             |
|B227      |New K04/PRF- Audit fees and related               |
|B228      |New K05/PRF- Payroll outsourcing services         |
|B229      |New K09/PRF- Finance/accounting support for CPs   |
|B230      |New K16/PRF- CS Committee Meetings                |
|B231      |New K06/PRF- Staff development / teambuilding (HQ)|
|B232      |New K11/PRF- Office events                        |
|B233      |New K14/PRF- Recruitments                         |
|B234      |New K18/PRF- HR support for CPs and policy develop|
|B235      |New K10/PRF- MIS development                      |
|B236      |New K19/PRF- IT Development & Maintenance         |
|B237      |New K20/PRF- Institutional Learning               |
|B238      |New K21/PRF- Internship Program                   |
|B239      |New K22/PRF- HR System Development                |
|B240      |New N03/PRF- Annual Work Planning                 |
|B241      |New N08/PRF- Country Program Development/Support  |
|B242      |New N15/PRF- PC Meetings                          |
|B243      |New N20/PRF- Midyear Program Review               |
|B244      |New N21/PRF- Program Reporting                    |
|B245      |New N48/PRF- Country Strategy Development         |
|B246      |New N70/PRF- PROCO representation at events       |
|B247      |New N76/PRF- RRI coordination                     |
|B248      |New F43/PRF- TCP Development                      |
|B249      |New F48/RTG- Enhance CF networks and collaboration|
|B250      |New F67/RTG- CF and Climate Change                |
|B251      |New F90/RTG- Communication for Change             |
|B252      |New F93/RTG- Capacity Building for Thai CF Stakeho|
|B253      |New N64/PRF- Strengthening CF in ELM              |
|B254      |New N79/RTG- Strengthening Young Seedling Networks|
|B255      |New F82/PRF- CCP Development                      |
|B256      |New N63/PRF- CF demonstration sites in Cambodia   |
|B257      |New N77/PRF- Support CFDF for CF Development      |
|B258      |New F39/PRF- VCP Development                      |
|B259      |New F87/PRF- VCP communications strategy implement|
|B260      |New F95/PRF- CF Network Support                   |
|B261      |New N54/PRF- Development of CF-related training ma|
|B262      |New N65/PRF- Piloting and Demonstrating Best Pract|
|B263      |New N80/PRF- National CF Program review           |
|B264      |New N81/PRF- Analysis of CC-related issues        |
|B265      |New N82/PRF- Research, Analysis and Synthesis of C|
|B266      |New N83/PRF- VCP Training Program  (Trainers/Pract|
|B267      |New F05/PRF- ICP development                      |
|B268      |New N62/PRF- CBNA update                          |
|B269      |New B25/PRF- Piloting VF registration and titling |
|B270      |New N26/PRF- LCP Development                      |
|B271      |New N84/PRF- VFI Rights LINK                      |
|B272      |New N49/PRF- MCP Development                      |
|B273      |New N85/PRF- Myanmar -SCF Project                 |
|B274      |New N86/PRF- Myanmar - ELM Project                |
|B275      |New N87/PRF- Myanmar - PFCC Project               |
|B276      |New N88/PRF- Myanmar - TFC Project                |
|B277      |New N60/PRF- Nepal Country Program Development    |
|B278      |New N74/PRF- Community Forestry Women Leaders Capa|
|B279      |New N89/PRF- CC-Sensitive OP                      |
|B280      |New N90/PRF- Action research on forest based finan|
|B281      |New N53/PRF- CFET Curricula Development - ICP     |
|B282      |PRF- FFF-MA&D Regional Training (Phase I)         |
|B283      |New J31/PRF- Regional Forum for People and Forests|
---------------------------------------------------------------
                                       1
